row,id,space_group,crystal_system,crystal_system_id
827,1001393,57,Orthorhombic,2
828,1001394,2,Triclinic,0
829,1001395,198,Cubic,6
830,1001396,198,Cubic,6
831,1001397,15,Monoclinic,1
832,1001398,15,Monoclinic,1
833,1001399,15,Monoclinic,1
834,1001400,15,Monoclinic,1
835,1001401,15,Monoclinic,1
836,1001402,2,Triclinic,0
837,1001403,139,Tetragonal,3
838,1001404,123,Tetragonal,3
839,1001405,14,Monoclinic,1
840,1001406,88,Tetragonal,3
841,1001407,58,Orthorhombic,2
842,1001408,4,Monoclinic,1
843,1001409,69,Orthorhombic,2
844,1001410,14,Monoclinic,1
845,1001411,123,Tetragonal,3
846,1001412,123,Tetragonal,3
847,1001413,14,Monoclinic,1
848,1001414,130,Tetragonal,3
849,1001415,205,Cubic,6
850,1001416,194,Hexagonal,5
851,1001417,51,Orthorhombic,2
852,1001418,14,Monoclinic,1
853,1001419,71,Orthorhombic,2
854,1001420,139,Tetragonal,3
855,1001421,123,Tetragonal,3
856,1001422,123,Tetragonal,3
857,1001423,123,Tetragonal,3
858,1001424,123,Tetragonal,3
859,1001425,14,Monoclinic,1
860,1001426,57,Orthorhombic,2
861,1001427,2,Triclinic,0
862,1001428,14,Monoclinic,1
863,1001429,167,Trigonal,4
864,1001430,14,Monoclinic,1
865,1001431,123,Tetragonal,3
866,1001432,123,Tetragonal,3
867,1001433,123,Tetragonal,3
868,1001434,47,Orthorhombic,2
869,1001435,47,Orthorhombic,2
870,1001436,47,Orthorhombic,2
871,1001437,62,Orthorhombic,2
872,1001438,41,Orthorhombic,2
873,1001439,2,Triclinic,0
874,1001440,2,Triclinic,0
875,1001441,62,Orthorhombic,2
876,1001442,123,Tetragonal,3
877,1001443,15,Monoclinic,1
878,1001444,28,Orthorhombic,2
879,1001445,2,Triclinic,0
880,1001446,14,Monoclinic,1
881,1001447,55,Orthorhombic,2
882,1001448,14,Monoclinic,1
883,1001449,13,Monoclinic,1
884,1001450,58,Orthorhombic,2
885,1001451,4,Monoclinic,1
886,1001452,47,Orthorhombic,2
887,1001453,47,Orthorhombic,2
888,1001454,47,Orthorhombic,2
889,1001455,47,Orthorhombic,2
890,1001456,47,Orthorhombic,2
891,1001457,47,Orthorhombic,2
892,1001458,69,Orthorhombic,2
893,1001459,71,Orthorhombic,2
894,1001460,225,Cubic,6
895,1001461,58,Orthorhombic,2
896,1001462,194,Hexagonal,5
897,1001463,14,Monoclinic,1
898,1001464,33,Orthorhombic,2
899,1001465,14,Monoclinic,1
900,1001466,14,Monoclinic,1
901,1001467,14,Monoclinic,1
902,1001468,4,Monoclinic,1
903,1001469,225,Cubic,6
904,1001470,71,Orthorhombic,2
905,1001471,71,Orthorhombic,2
906,1001472,14,Monoclinic,1
907,1001473,14,Monoclinic,1
908,1001474,14,Monoclinic,1
909,1001475,14,Monoclinic,1
910,1001476,14,Monoclinic,1
911,1001477,14,Monoclinic,1
912,1001478,115,Tetragonal,3
913,1001479,139,Tetragonal,3
914,1001480,139,Tetragonal,3
915,1001481,155,Trigonal,4
916,1001482,139,Tetragonal,3
917,1001483,139,Tetragonal,3
918,1001484,123,Tetragonal,3
919,1001485,123,Tetragonal,3
920,1001486,123,Tetragonal,3
921,1001487,123,Tetragonal,3
922,1001488,123,Tetragonal,3
923,1001489,123,Tetragonal,3
924,1001490,123,Tetragonal,3
925,1001491,123,Tetragonal,3
926,1001492,123,Tetragonal,3
927,1001493,123,Tetragonal,3
928,1001494,123,Tetragonal,3
929,1001495,123,Tetragonal,3
930,1001496,47,Orthorhombic,2
931,1001497,47,Orthorhombic,2
932,1001498,62,Orthorhombic,2
933,1001499,62,Orthorhombic,2
934,1001500,167,Trigonal,4
935,1001501,71,Orthorhombic,2
936,1001502,146,Trigonal,4
937,1001503,146,Trigonal,4
938,1001504,146,Trigonal,4
939,1001505,161,Trigonal,4
940,1001506,71,Orthorhombic,2
941,1001507,13,Monoclinic,1
942,1001508,40,Orthorhombic,2
943,1001509,221,Cubic,6
944,1001510,15,Monoclinic,1
945,1001511,2,Triclinic,0
946,1001512,62,Orthorhombic,2
947,1001513,71,Orthorhombic,2
948,1001514,71,Orthorhombic,2
949,1001515,123,Tetragonal,3
950,1001516,15,Monoclinic,1
951,1001517,14,Monoclinic,1
952,1001518,123,Tetragonal,3
953,1001519,14,Monoclinic,1
954,1001520,43,Orthorhombic,2
955,1001521,139,Tetragonal,3
956,1001522,139,Tetragonal,3
957,1001523,123,Tetragonal,3
958,1001524,123,Tetragonal,3
959,1001525,123,Tetragonal,3
960,1001526,123,Tetragonal,3
961,1001527,69,Orthorhombic,2
962,1001528,69,Orthorhombic,2
963,1001529,87,Tetragonal,3
964,1001530,11,Monoclinic,1
965,1001531,139,Tetragonal,3
966,1001532,139,Tetragonal,3
967,1001533,139,Tetragonal,3
968,1001534,14,Monoclinic,1
969,1001535,115,Tetragonal,3
970,1001536,155,Trigonal,4
971,1001537,62,Orthorhombic,2
972,1001538,15,Monoclinic,1
973,1001539,14,Monoclinic,1
974,1001540,139,Tetragonal,3
975,1001541,115,Tetragonal,3
976,1001542,14,Monoclinic,1
977,1001543,41,Orthorhombic,2
978,1001544,2,Triclinic,0
979,1001545,139,Tetragonal,3
980,1001546,139,Tetragonal,3
981,1001547,139,Tetragonal,3
982,1001548,139,Tetragonal,3
983,1001549,123,Tetragonal,3
984,1001550,69,Orthorhombic,2
985,1001551,206,Cubic,6
986,1001552,206,Cubic,6
987,1001553,14,Monoclinic,1
988,1001554,14,Monoclinic,1
989,1001555,198,Cubic,6
990,1001556,76,Tetragonal,3
991,1001557,127,Tetragonal,3
992,1001558,127,Tetragonal,3
993,1001559,139,Tetragonal,3
994,1001560,14,Monoclinic,1
995,1001561,230,Cubic,6
996,1001562,230,Cubic,6
997,1001563,230,Cubic,6
998,1001564,2,Triclinic,0
999,1001565,14,Monoclinic,1
1000,1001566,14,Monoclinic,1
1001,1001567,12,Monoclinic,1
1002,1001568,15,Monoclinic,1
1003,1001569,118,Tetragonal,3
1004,1001570,52,Orthorhombic,2
1005,1001571,69,Orthorhombic,2
1006,1001572,123,Tetragonal,3
1007,1001573,123,Tetragonal,3
1008,1001574,123,Tetragonal,3
1009,1001575,139,Tetragonal,3
1010,1001576,123,Tetragonal,3
1011,1001577,67,Orthorhombic,2
1012,1001578,123,Tetragonal,3
1013,1001579,123,Tetragonal,3
1014,1001580,139,Tetragonal,3
1015,1001581,139,Tetragonal,3
1016,1001582,35,Orthorhombic,2
1017,1001583,67,Orthorhombic,2
1018,1001584,123,Tetragonal,3
1019,1001585,139,Tetragonal,3
1020,1001586,123,Tetragonal,3
1021,1001587,123,Tetragonal,3
1022,1001588,123,Tetragonal,3
1023,1001589,123,Tetragonal,3
1024,1001590,47,Orthorhombic,2
1025,1001591,123,Tetragonal,3
1026,1001592,14,Monoclinic,1
1027,1001593,19,Orthorhombic,2
1028,1001594,107,Tetragonal,3
1029,1001595,107,Tetragonal,3
1030,1001596,2,Triclinic,0
1031,1001597,123,Tetragonal,3
1032,1001598,11,Monoclinic,1
1033,1001599,11,Monoclinic,1
1034,1001600,15,Monoclinic,1
1035,1001601,123,Tetragonal,3
1036,1001602,9,Monoclinic,1
1037,1001603,62,Orthorhombic,2
1038,1001604,14,Monoclinic,1
1039,1001605,62,Orthorhombic,2
1040,1001606,139,Tetragonal,3
1041,1001607,123,Tetragonal,3
1042,1001608,123,Tetragonal,3
1043,1001609,123,Tetragonal,3
1044,1001610,20,Orthorhombic,2
1045,1001611,121,Tetragonal,3
1046,1001612,139,Tetragonal,3
1047,1001613,14,Monoclinic,1
1048,1001614,14,Monoclinic,1
1049,1001615,35,Orthorhombic,2
1050,1001616,15,Monoclinic,1
1051,1001617,14,Monoclinic,1
1052,1001618,14,Monoclinic,1
1053,1001620,11,Monoclinic,1
1054,1001621,15,Monoclinic,1
1055,1001622,62,Orthorhombic,2
1056,1001623,167,Trigonal,4
1057,1001624,205,Cubic,6
1058,1001625,62,Orthorhombic,2
1059,1001626,147,Trigonal,4
1060,1001627,2,Triclinic,0
1061,1001628,14,Monoclinic,1
1062,1001629,139,Tetragonal,3
1063,1001630,176,Hexagonal,5
1064,1001631,123,Tetragonal,3
1065,1001632,123,Tetragonal,3
1066,1001633,123,Tetragonal,3
1067,1001634,123,Tetragonal,3
1068,1001635,2,Triclinic,0
1069,1001636,123,Tetragonal,3
1070,1001637,123,Tetragonal,3
1071,1001638,12,Monoclinic,1
1072,1001639,129,Tetragonal,3
1073,1001640,123,Tetragonal,3
1074,1001641,176,Hexagonal,5
1075,1001642,60,Orthorhombic,2
1076,1001643,15,Monoclinic,1
1077,1001644,61,Orthorhombic,2
1078,1001645,139,Tetragonal,3
1079,1001646,2,Triclinic,0
1080,1001647,127,Tetragonal,3
1081,1001648,123,Tetragonal,3
1082,1001649,15,Monoclinic,1
1083,1001650,139,Tetragonal,3
1084,1001651,62,Orthorhombic,2
1085,1001652,65,Orthorhombic,2
1086,1001653,12,Monoclinic,1
1087,1001654,51,Orthorhombic,2
1088,1001655,14,Monoclinic,1
1089,1001656,62,Orthorhombic,2
1090,1001657,123,Tetragonal,3
1091,1001658,123,Tetragonal,3
1092,1001659,123,Tetragonal,3
1093,1001660,225,Cubic,6
1094,1001661,62,Orthorhombic,2
1095,1001662,62,Orthorhombic,2
1096,1001663,55,Orthorhombic,2
1097,1001664,10,Monoclinic,1
1098,1001665,62,Orthorhombic,2
1099,1001666,123,Tetragonal,3
1100,1001667,123,Tetragonal,3
1101,1001668,8,Monoclinic,1
1102,1001669,2,Triclinic,0
1103,1001670,2,Triclinic,0
1104,1001671,71,Orthorhombic,2
1105,1001672,123,Tetragonal,3
1106,1001673,123,Tetragonal,3
1107,1001674,164,Trigonal,4
1108,1001675,14,Monoclinic,1
1109,1001676,15,Monoclinic,1
1110,1001677,123,Tetragonal,3
1111,1001678,10,Monoclinic,1
1112,1001679,166,Trigonal,4
1113,1001680,194,Hexagonal,5
1114,1001681,14,Monoclinic,1
1115,1001682,12,Monoclinic,1
1116,1001683,173,Hexagonal,5
1117,1001687,190,Hexagonal,5
1118,1001688,83,Tetragonal,3
1119,1001689,206,Cubic,6
1120,1001690,229,Cubic,6
1121,1001691,15,Monoclinic,1
1122,1001692,123,Tetragonal,3
1123,1001693,39,Orthorhombic,2
1124,1001694,139,Tetragonal,3
1125,1001695,225,Cubic,6
1126,1001696,71,Orthorhombic,2
1127,1001697,71,Orthorhombic,2
1128,1001698,18,Orthorhombic,2
1129,1001699,4,Monoclinic,1
1130,1001700,69,Orthorhombic,2
1131,1001701,127,Tetragonal,3
1132,1001702,127,Tetragonal,3
1133,1001703,127,Tetragonal,3
1134,1001704,62,Orthorhombic,2
1135,1001705,62,Orthorhombic,2
1136,1001706,62,Orthorhombic,2
1137,1001707,62,Orthorhombic,2
1138,1001708,62,Orthorhombic,2
1139,1001709,69,Orthorhombic,2
1140,1001710,65,Orthorhombic,2
1141,1001711,30,Orthorhombic,2
1142,1001712,26,Orthorhombic,2
1143,1001713,14,Monoclinic,1
1144,1001714,83,Tetragonal,3
1145,1001715,11,Monoclinic,1
1146,1001716,123,Tetragonal,3
1147,1001717,123,Tetragonal,3
1148,1001718,166,Trigonal,4
1149,1001719,8,Monoclinic,1
1150,1001720,189,Hexagonal,5
1151,1001721,192,Hexagonal,5
1152,1001722,62,Orthorhombic,2
1153,1001723,227,Cubic,6
1154,1001724,12,Monoclinic,1
1155,1001725,38,Orthorhombic,2
1156,1001726,14,Monoclinic,1
1157,1001727,14,Monoclinic,1
1158,1001728,14,Monoclinic,1
1159,1001729,14,Monoclinic,1
1160,1001730,2,Triclinic,0
1161,1001731,100,Tetragonal,3
1162,1001732,115,Tetragonal,3
1163,1001733,148,Trigonal,4
1164,1001734,62,Orthorhombic,2
1165,1001735,62,Orthorhombic,2
1166,1001736,62,Orthorhombic,2
1167,1001737,62,Orthorhombic,2
1168,1001738,62,Orthorhombic,2
1169,1001739,11,Monoclinic,1
1170,1001740,71,Orthorhombic,2
1171,1001741,14,Monoclinic,1
1172,1001742,192,Hexagonal,5
1173,1001743,14,Monoclinic,1
1174,1001744,201,Cubic,6
1175,1001745,59,Orthorhombic,2
1176,1001746,36,Orthorhombic,2
1177,1001747,139,Tetragonal,3
1178,1001748,62,Orthorhombic,2
1179,1001749,65,Orthorhombic,2
1180,1001750,88,Tetragonal,3
1181,1001751,13,Monoclinic,1
1182,1001752,139,Tetragonal,3
1183,1001753,139,Tetragonal,3
1184,1001754,11,Monoclinic,1
1185,1001755,123,Tetragonal,3
1186,1001756,139,Tetragonal,3
1187,1001757,123,Tetragonal,3
1188,1001758,123,Tetragonal,3
1189,1001759,123,Tetragonal,3
1190,1001760,123,Tetragonal,3
1191,1001761,35,Orthorhombic,2
1192,1001762,123,Tetragonal,3
1193,1001763,123,Tetragonal,3
1194,1001764,123,Tetragonal,3
1195,1001765,74,Orthorhombic,2
1196,1001766,15,Monoclinic,1
1197,1001767,4,Monoclinic,1
1198,1001770,150,Trigonal,4
1199,1001771,12,Monoclinic,1
1200,1001772,62,Orthorhombic,2
1201,1001773,188,Hexagonal,5
1202,1001774,148,Trigonal,4
1203,1001776,227,Cubic,6
1204,1001777,227,Cubic,6
1205,1001778,227,Cubic,6
1206,1001779,227,Cubic,6
1207,1001782,12,Monoclinic,1
1208,1001783,2,Triclinic,0
1209,1001784,15,Monoclinic,1
1210,1001789,123,Tetragonal,3
1211,1001790,123,Tetragonal,3
1212,1001791,123,Tetragonal,3
1213,1001792,123,Tetragonal,3
1214,1001793,123,Tetragonal,3
1215,1001794,123,Tetragonal,3
1216,1001795,123,Tetragonal,3
1217,1001796,123,Tetragonal,3
1218,1001797,123,Tetragonal,3
1219,1001798,123,Tetragonal,3
1220,1001799,13,Monoclinic,1
1221,1001801,13,Monoclinic,1
1222,1001802,88,Tetragonal,3
1223,1001803,35,Orthorhombic,2
1224,1001804,11,Monoclinic,1
1225,1001805,12,Monoclinic,1
1226,1001806,122,Tetragonal,3
1227,1001807,15,Monoclinic,1
1228,1001808,14,Monoclinic,1
1229,1001809,14,Monoclinic,1
1230,1001810,87,Tetragonal,3
1231,1001811,15,Monoclinic,1
1232,1001812,139,Tetragonal,3
1233,1001813,61,Orthorhombic,2
1234,1001814,67,Orthorhombic,2
1235,1001815,2,Triclinic,0
1236,1001816,227,Cubic,6
1237,1001817,227,Cubic,6
1238,1001818,12,Monoclinic,1
1239,1001819,123,Tetragonal,3
1240,1001820,15,Monoclinic,1
1241,1001821,19,Orthorhombic,2
1242,1001822,38,Orthorhombic,2
1243,1001823,14,Monoclinic,1
1244,1001824,14,Monoclinic,1
1245,1001825,14,Monoclinic,1
1246,1001826,14,Monoclinic,1
1247,1001827,14,Monoclinic,1
1248,1001828,14,Monoclinic,1
1249,1001829,123,Tetragonal,3
1250,1001830,123,Tetragonal,3
1251,1001831,123,Tetragonal,3
1252,1001832,123,Tetragonal,3
1253,1001833,11,Monoclinic,1
1254,1001834,129,Tetragonal,3
1255,1001835,60,Orthorhombic,2
1256,1001836,193,Hexagonal,5
1257,1001837,9,Monoclinic,1
1258,1001838,15,Monoclinic,1
1259,1001839,227,Cubic,6
1260,1001840,227,Cubic,6
1261,1001842,33,Orthorhombic,2
1262,1001843,194,Hexagonal,5
1263,1001845,13,Monoclinic,1
1264,1001846,14,Monoclinic,1
1265,1001847,164,Trigonal,4
1266,1001848,164,Trigonal,4
1267,1001849,164,Trigonal,4
1268,1001850,164,Trigonal,4
1269,1001851,13,Monoclinic,1
1270,1001852,163,Trigonal,4
1271,1001853,163,Trigonal,4
1272,1001854,83,Tetragonal,3
1273,1001855,167,Trigonal,4
1274,1001856,34,Orthorhombic,2
1275,1001857,163,Trigonal,4
1276,1001858,163,Trigonal,4
1277,1001859,155,Trigonal,4
1278,1001860,193,Hexagonal,5
1279,1001861,193,Hexagonal,5
1280,1001862,155,Trigonal,4
1281,1001863,176,Hexagonal,5
1282,1004000,2,Triclinic,0
1283,1004001,15,Monoclinic,1
1284,1004002,2,Triclinic,0
1285,1004003,148,Trigonal,4
1286,1004004,15,Monoclinic,1
1287,1004005,2,Triclinic,0
1288,1004006,139,Tetragonal,3
1289,1004007,15,Monoclinic,1
1290,1004008,5,Monoclinic,1
1291,1004009,163,Trigonal,4
1292,1004010,4,Monoclinic,1
1293,1004011,148,Trigonal,4
1294,1004012,173,Hexagonal,5
1295,1004013,139,Tetragonal,3
1296,1004014,139,Tetragonal,3
1297,1004015,139,Tetragonal,3
1298,1004016,61,Orthorhombic,2
1299,1004017,139,Tetragonal,3
1300,1004018,139,Tetragonal,3
1301,1004019,62,Orthorhombic,2
1302,1004023,14,Monoclinic,1
1303,1004024,11,Monoclinic,1
1304,1004025,9,Monoclinic,1
1305,1004026,141,Tetragonal,3
1306,1004027,141,Tetragonal,3
1307,1004028,2,Triclinic,0
1308,1004029,41,Orthorhombic,2
1309,1004030,19,Orthorhombic,2
1310,1004031,15,Monoclinic,1
1311,1004032,2,Triclinic,0
1312,1004033,14,Monoclinic,1
1313,1004034,62,Orthorhombic,2
1314,1004035,167,Trigonal,4
1315,1004036,14,Monoclinic,1
1316,1004037,227,Cubic,6
1317,1004038,4,Monoclinic,1
1318,1004040,201,Cubic,6
1319,1004041,2,Triclinic,0
1320,1004042,13,Monoclinic,1
1321,1004043,19,Orthorhombic,2
1322,1004044,62,Orthorhombic,2
1323,1004045,62,Orthorhombic,2
1324,1004046,58,Orthorhombic,2
1325,1004047,12,Monoclinic,1
1326,1004048,14,Monoclinic,1
1327,1004049,47,Orthorhombic,2
1328,1004050,42,Orthorhombic,2
1329,1004052,166,Trigonal,4
1330,1004053,14,Monoclinic,1
1331,1004054,14,Monoclinic,1
1332,1004056,201,Cubic,6
1333,1004058,9,Monoclinic,1
1334,1004059,19,Orthorhombic,2
1335,1004060,62,Orthorhombic,2
1336,1004061,197,Cubic,6
1337,1004062,197,Cubic,6
1338,1004063,201,Cubic,6
1339,1004065,62,Orthorhombic,2
1340,1004066,201,Cubic,6
1341,1004067,33,Orthorhombic,2
1342,1004068,197,Cubic,6
1343,1004069,19,Orthorhombic,2
1344,1004070,62,Orthorhombic,2
1345,1004071,166,Trigonal,4
1346,1004072,52,Orthorhombic,2
1347,1004074,166,Trigonal,4
1348,1004075,166,Trigonal,4
1349,1004076,166,Trigonal,4
1350,1004077,166,Trigonal,4
1351,1004078,166,Trigonal,4
1352,1004080,87,Tetragonal,3
1353,1004081,15,Monoclinic,1
1354,1004082,15,Monoclinic,1
1355,1004083,15,Monoclinic,1
1356,1004084,55,Orthorhombic,2
1357,1004085,227,Cubic,6
1358,1004086,164,Trigonal,4
1359,1004087,166,Trigonal,4
1360,1004088,166,Trigonal,4
1361,1004091,14,Monoclinic,1
1362,1004092,62,Orthorhombic,2
1363,1004093,18,Orthorhombic,2
1364,1004094,197,Cubic,6
1365,1004095,107,Tetragonal,3
1366,1004096,62,Orthorhombic,2
1367,1004097,139,Tetragonal,3
1368,1004098,107,Tetragonal,3
1369,1004099,221,Cubic,6
1370,1004100,2,Triclinic,0
1371,1004101,166,Trigonal,4
1372,1004102,166,Trigonal,4
1373,1004103,166,Trigonal,4
1374,1004104,87,Tetragonal,3
1375,1004105,62,Orthorhombic,2
1376,1004106,14,Monoclinic,1
1377,1004107,14,Monoclinic,1
1378,1004108,14,Monoclinic,1
1379,1004109,150,Trigonal,4
1380,1004110,62,Orthorhombic,2
1381,1004111,62,Orthorhombic,2
1382,1004112,14,Monoclinic,1
1383,1004113,15,Monoclinic,1
1384,1004114,14,Monoclinic,1
1385,1004115,186,Hexagonal,5
1386,1004116,11,Monoclinic,1
1387,1004117,88,Tetragonal,3
1388,1004118,13,Monoclinic,1
1389,1004119,12,Monoclinic,1
1390,1004120,139,Tetragonal,3
1391,1004121,2,Triclinic,0
1392,1004122,199,Cubic,6
1393,1004123,186,Hexagonal,5
1394,1004124,19,Orthorhombic,2
1395,1004125,62,Orthorhombic,2
1396,1004126,161,Trigonal,4
1397,1004127,143,Trigonal,4
1398,1004128,227,Cubic,6
1399,1004129,201,Cubic,6
1400,1004130,141,Tetragonal,3
1401,1004131,13,Monoclinic,1
1402,1004132,2,Triclinic,0
1403,1004133,130,Tetragonal,3
1404,1004134,13,Monoclinic,1
1405,1004135,166,Trigonal,4
1406,1004136,166,Trigonal,4
1407,1004137,166,Trigonal,4
1408,1004138,166,Trigonal,4
1409,1004139,166,Trigonal,4
1410,1004140,166,Trigonal,4
1411,1004141,166,Trigonal,4
1412,1004142,166,Trigonal,4
1413,1004143,2,Triclinic,0
1414,1004144,14,Monoclinic,1
1415,1004145,12,Monoclinic,1
1416,1004146,186,Hexagonal,5
1417,1004147,12,Monoclinic,1
1418,1004148,11,Monoclinic,1
1419,1004149,14,Monoclinic,1
1420,1004150,44,Orthorhombic,2
1421,1004151,61,Orthorhombic,2
1422,1004152,11,Monoclinic,1
1423,1005000,12,Monoclinic,1
1424,1005003,64,Orthorhombic,2
1425,1005004,53,Orthorhombic,2
1426,1005005,205,Cubic,6
1427,1005006,63,Orthorhombic,2
1428,1005007,11,Monoclinic,1
1429,1005008,62,Orthorhombic,2
1430,1005009,62,Orthorhombic,2
1431,1005010,62,Orthorhombic,2
1432,1005011,146,Trigonal,4
1433,1005012,221,Cubic,6
1434,1005013,63,Orthorhombic,2
1435,1005014,31,Orthorhombic,2
1436,1005016,67,Orthorhombic,2
1437,1005017,59,Orthorhombic,2
1438,1005018,62,Orthorhombic,2
1439,1005021,19,Orthorhombic,2
1440,1005022,61,Orthorhombic,2
1441,1005023,70,Orthorhombic,2
1442,1005024,12,Monoclinic,1
1443,1005025,61,Orthorhombic,2
1444,1005026,186,Hexagonal,5
1445,1005027,11,Monoclinic,1
1446,1005028,135,Tetragonal,3
1447,1005029,129,Tetragonal,3
1448,1005030,67,Orthorhombic,2
1449,1005031,11,Monoclinic,1
1450,1005032,52,Orthorhombic,2
1451,1005033,221,Cubic,6
1452,1005034,221,Cubic,6
1453,1005035,2,Triclinic,0
1454,1005037,191,Hexagonal,5
1455,1005038,62,Orthorhombic,2
1456,1005039,105,Tetragonal,3
1457,1005040,11,Monoclinic,1
1458,1005041,11,Monoclinic,1
1459,1005042,63,Orthorhombic,2
1460,1005043,58,Orthorhombic,2
1461,1005044,63,Orthorhombic,2
1462,1005045,63,Orthorhombic,2
1463,1005046,55,Orthorhombic,2
1464,1005049,142,Tetragonal,3
1465,1005050,15,Monoclinic,1
1466,1005051,14,Monoclinic,1
1467,1005052,130,Tetragonal,3
1468,1005053,63,Orthorhombic,2
1469,1005054,62,Orthorhombic,2
1470,1005055,173,Hexagonal,5
1471,1005056,173,Hexagonal,5
1472,1005057,11,Monoclinic,1
1473,1005058,71,Orthorhombic,2
1474,1005059,12,Monoclinic,1
1475,1006000,194,Hexagonal,5
1476,1006001,123,Tetragonal,3
1477,1006002,194,Hexagonal,5
1478,1006003,194,Hexagonal,5
1479,1006004,194,Hexagonal,5
1480,1006005,194,Hexagonal,5
1481,1006006,194,Hexagonal,5
1482,1006007,123,Tetragonal,3
1483,1006008,123,Tetragonal,3
1484,1006009,194,Hexagonal,5
1485,1006010,64,Orthorhombic,2
1486,1006011,64,Orthorhombic,2
1487,1006012,69,Orthorhombic,2
1488,1006013,139,Tetragonal,3
1489,1006014,139,Tetragonal,3
1490,1006015,139,Tetragonal,3
1491,1006016,139,Tetragonal,3
1492,1006017,139,Tetragonal,3
1493,1006018,139,Tetragonal,3
1494,1006019,139,Tetragonal,3
1495,1006020,139,Tetragonal,3
1496,1006021,139,Tetragonal,3
1497,1006022,139,Tetragonal,3
1498,1006023,26,Orthorhombic,2
1499,1006024,26,Orthorhombic,2
1500,1006025,64,Orthorhombic,2
1501,1006026,64,Orthorhombic,2
1502,1006027,138,Tetragonal,3
1503,1006032,65,Orthorhombic,2
1504,1006033,65,Orthorhombic,2
1505,1006034,71,Orthorhombic,2
1506,1006035,71,Orthorhombic,2
1507,1006036,62,Orthorhombic,2
1508,1006037,71,Orthorhombic,2
1509,1006038,62,Orthorhombic,2
1510,1006039,14,Monoclinic,1
1511,1006040,15,Monoclinic,1
1512,1006041,15,Monoclinic,1
1513,1006042,64,Orthorhombic,2
1514,1006043,138,Tetragonal,3
1515,1006044,64,Orthorhombic,2
1516,1006045,64,Orthorhombic,2
1517,1006046,14,Monoclinic,1
1518,1006049,69,Orthorhombic,2
1519,1006050,69,Orthorhombic,2
1520,1006051,62,Orthorhombic,2
1521,1006052,62,Orthorhombic,2
1522,1006053,62,Orthorhombic,2
1523,1006054,62,Orthorhombic,2
1524,1006055,62,Orthorhombic,2
1525,1006056,62,Orthorhombic,2
1526,1006057,62,Orthorhombic,2
1527,1006058,138,Tetragonal,3
1528,1006059,71,Orthorhombic,2
1529,1006060,71,Orthorhombic,2
1530,1006061,62,Orthorhombic,2
